upc,name,description,department,department_number,category,manufacturer,brand,is_active,cost,price,vendor,part_num,part_num_units,part_cost,child_upc,num_units
025900220921,SWISH MINI CIGARILL ISLAN,,,,CIGARS SINGLES > SWISHER > PROMO SINGLE,,,,1.4180,1.49,,,,,,
025900207601,SWISH CIGARILLO MANGO LEMONADE SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900207427,SWISH CIGARILLO HONEY BANANA SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900237653,SWISH CIGARILLO MAUI PINEAPPLE SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900209728,SWISH CIGARILLO SILVER SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900275877,POM POM RED $-1.19,,,,CIGARS SINGLES > POM POM > SINGLE $-1.19,,,,1.1873,1.19,,,,,,
025900207489,SWISH CIGARILLO GRAPE SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900226930,SWISH CIGARILLO BANANA SMASH SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900207472,SWISH CIGARILLO BLUEBERRY SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.29,,,,,,
025900228859,SWISH CIGARILLO PEACH SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900228842,SWISH CIGARILLO WHITE GRAPE SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.29,,,,,,
025900228835,SWISH CIGARILLO BLACK SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900228866,SWISH CIGARILLO STRAWBERRY SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900253394,SWISH CIGARILLO WILD RUSH SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900220792,SWISH MINI CIGARILLO DIAMONDS,,,,CIGARS SINGLES > SWISHER > PROMO SINGLE,,,,1.4180,1.79,,,,,,
025900220860,SWISH MINI CIGARILLO 3F2 BBRY,,,,CIGARS SINGLES > SWISHER > PROMO SINGLE,,,,1.4180,1.79,,,,,,
025900220815,SWISH MINI CIGARILLO 3PK GRP,,,,CIGARS SINGLES > SWISHER > PROMO SINGLE,,,,1.4180,1.79,,,,,,
025900220808,SWISH MINI CIGARILLO 3F2 SWT,,,,CIGARS SINGLES > SWISHER > PROMO SINGLE,,,,1.4180,1.49,,,,,,
025900220907,SWISH MINI CIGARILLO STIC,,,,CIGARS SINGLES > SWISHER,,,,1.4180,2.19,,,,,,
025900201166,SWISHER SWEETS MINI MANGO PASSION FRUIT,,,,CIGARS SINGLES > New Swisher > SWISHER MINI,,,,1.4180,1.79,,,,,,
025900221188,SWISHER SWEETS MINI MANGO LEMONADE,,,,CIGARS SINGLES > New Swisher > SWISHER MINI,,,,1.4180,1.79,,,,,,
025900221089,SWISHER SWEETS LEGEND ORIGINAL,,,,CIGARS SINGLES > New Swisher,,,,1.0560,1.39,,,,,,
025900205355,SWISH CIGARILLO DIAMONDS SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.39,,,,,,
025900221096,SS LEGEND DIAMONDS,,,,CIGARS SINGLES > New Swisher,,,,1.2240,1.39,,,,,,
025900226732,SWISH CIGARILLO CREAM SAVON2,,,,CIGARS SINGLES > New Swisher,,,,1.1063,1.29,,,,,,
025900226862,SWISH CIGARILLOS CREAM 0.99,,,,CIGARS SINGLES > SWISHER > SINGLE,,,,.6917,0.99,,,,,,
025900220778,SWISHER SWEETS MINI GREEN,,,,CIGARS SINGLES > New Swisher > SWISHER MINI,,,,1.4180,1.79,,,,,,
025900207137,SWISH CIGARILLO SUMMER TWIST,,,,CIGARS SINGLES > SWISHER > SINGLE,,,,.8067,1.29,,,,,,
025900247140,SS TIP CIGARILLOS 5-PK,,,,CIGARS PACK > SWISHER > CIGAR PACKS,,,,2.8240,3.59,,,,,,
025900229887,SWISH CIGARILLO CREAM 2/1.19,,,,CIGARS SINGLES > New Swisher,,,,.8297,1.19,,,,,,
025900227333,SWISH CIGARILLO ORIG 2/1.19,,,,CIGARS SINGLES > New Swisher,,,,.8297,1.19,,,,,,
025900227340,SWISH CIGARILLO GRAPE 2/1.19,,,,CIGARS SINGLES > New Swisher,,,,.8297,1.19,,,,,,
025900227357,SWISH CIGARILLO BLUEBERRY 2/1.19,,,,CIGARS SINGLES > New Swisher,,,,.8297,1.19,,,,,,
025900227425,SWISH CIGARILLO GREEN 2/1.19,,,,CIGARS SINGLES > New Swisher,,,,.8297,1.19,,,,,,
025900229832,SWISH CIGARILLO DIAMOND 2/1.19,,,,CIGARS SINGLES > New Swisher,,,,.8297,1.19,,,,,,
025900227272,SWISH CIGARILLO GRAPE 2/.,,,,CIGARS SINGLES > SWISHER > SINGLE,,,,.6917,0.99,,,,,,
025900227296,SWISH CIGARILLO BLUEBERRY,,,,CIGARS SINGLES > SWISHER > SINGLE,,,,.6917,0.99,,,,,,
025900204259,SWISH CIGARILLO STRAWBERR,,,,CIGARS SINGLES > SWISHER > SINGLE,,,,.6917,0.99,,,,,,
025900227401,SWISH BLK TIP CIGARILLO C,,,,CIGARS SINGLES > SWISHER > SINGLE,,,,.6920,0.99,,,,,,
025900227418,SWISH BLK TIP CIGARILLO S,,,,CIGARS SINGLES > SWISHER > SINGLE,,,,.6920,0.99,,,,,,
025900236502,**SWISH BLK TIP CIGARILLO SMOOTH 2/1.29,,,,CIGARS SINGLES > New Swisher,,,,.8987,1.29,,,,,,
025900235499,SWISH BLK TIP CIGARILLO B,,,,LITTLE CIGARS > SWISHER,,,,1.1527,1.39,,,,,,
025900235475,SWISH BLK TIP CIGARILLO G,,,,LITTLE CIGARS > SWISHER,,,,1.1527,1.19,,,,,,
025900227449,SWISH BLK TIP CIGARILLO CHERRY,,,,CIGARS SINGLES > SWISHER > SINGLE,,,,1.1527,1.39,,,,,,
025900227432,SWISH BLK TIP CIGARILLO S,,,,CIGARS SINGLES > SWISHER > SINGLE,,,,1.1527,1.19,,,,,,
025900237684,SWISHER BLK TIP CIGARILLOS WINE,,,,CIGARS SINGLES > SWISHER > SINGLE,,,,1.1527,1.39,,,,,,
028200178671,MARLBORO MEN 50 OFF,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.8230,8.5,,,,,,
028200009494,MARLBORO ICE 85,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200330628,MARLBORO SMOTH ICE,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200324320,MARLBORO M SLATE 100 BX,,,,CIGARETTES > PM > MARLBORO BLACK MENTHOL > CIG PACKS,,,,7.5230,8.17,,,,,,
028200324221,MARLBORO M SLATE 85 BX,,,,CIGARETTES > PM > MARLBORO BLACK MENTHOL > CIG PACKS,,,,7.5230,8.17,,,,,,
028200006134,MARLBORO MIDNIGHT M 85 BX,,,,CIGARETTES > PM > MARLBORO BLACK MENTHOL > CIG PACKS,,,,7.5230,8.17,,,,,,
028200331328,MARLBORO BOLD ICE 85,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200002648,MARLBORO BLEND 27 85 BX FSC,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200179319,MARLBORO BLACK GOLD 85 BX $-1 OFF,,,,CIGARETTES > PM > MARLBORO BLACK > CIG PROMO $1 OFF PK,,,,6.5230,6.22,,,,,,
028200318527,MARLBORO EIGHT THREES BX PK,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200179166,MARLBORO ICE 85 BX .50 OFF,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PROMO $.50 OFF PK,,,,7.8230,6.53,,,,,,
028200003768,MARLBORO M 85 BX BLUE (MLD) FSC,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200009623,MARLBORO M 72 BX GREEN FSC,,,,CIGARETTES > PM > MARLBORO72'S > 72's MENTHOL,,,,8.3230,9.05,,,,,,
028200003232,MARLBORO SMOOTH M 85 BX FSC,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200009630,MARLBORO 72 BX (FF) FSC,,,,CIGARETTES > PM > MARLBORO72'S > CIG PACKS,,,,7.9730,8.8,,,,,,
028200009654,MARLBORO 72 BX GOLD (LT) FSC,,,,CIGARETTES > PM > MARLBORO72'S > CIG PACKS,,,,7.9730,8.8,,,,,,
028200317728,MARLBORO NXT 85 BX,,,,CIGARETTES > PM > MARLBORO BLACK MENTHOL > CIG PACKS,,,,7.5230,8.17,,,,,,
028200003867,MARLBORO 72 BX SILVER (ULT) FSC,,,,CIGARETTES > PM > MARLBORO72'S > CIG PACKS,,,,7.9730,8.8,,,,,,
028200004222,MARLBORO SPECIAL BLEND GOLD 85 BX,,,,CIGARETTES > PM > MARLBOROSPECIAL SELECT > CIG PACKS,,,,7.9730,8.5,,,,,,
028200005656,MARLBORO SPECIAL BLEND RED 85 BX,,,,CIGARETTES > PM > MARLBOROSPECIAL SELECT > CIG PACKS,,,,7.9730,8.5,,,,,,
028200008879,MARLBORO BLACK GOLD 85 BX,,,,CIGARETTES > PM > MARLBORO BLACK > CIG PACKS,,,,7.5230,8.17,,,,,,
028200009548,MARLBORO SP BL MENTHOL BLK 85 BX,,,,CIGARETTES > PM > MARLBORO BLACK MENTHOL > CIG PACKS,,,,7.5230,8.17,,,,,,
028200009524,MARLBORO SPECIAL BLEND BLACK 85 BX,,,,CIGARETTES > PM > MARLBORO BLACK > CIG PACKS,,,,7.5230,8.17,,,,,,
028200004819,MARLBORO M 85 BX SILVER,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200003577,MARLBORO 85 BX FSC,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200003683,MARLBORO RED LABEL 85 BX PK,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200003843,MARLBORO 85 BX GOLD (LT) FSC,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200004772,MARLBORO 85 BX SILVER (ULT) FSC,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200003614,MARLBORO MENTHOL 85 BX PK,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200004017,MARLBORO M 85 BX GOLD (LT) FSC,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200003584,MARLBORO 85 FSC,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200332424,MARLBORO GOLD LABEL 85 BX,,,,CIGARETTES > PM > MARLBORO GOLD LABEL > CIG PACKS,,,,7.9730,8.17,,,,,,
028200004246,MARLBORO SOUTHERN CUT 8 5,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200301727,MERIT 85 BX BLUE (ULT),,,,CIGARETTES > PM > PMP > CIG PACKS,,,,10.6740,11.09,,,,,,
028200007926,PARLIAMENT 85 BX BLUE (FF) FSC,,,,CIGARETTES > PM > PARLIAMENT > CIG PACKS,,,,9.4580,8.05,,,,,,
028200007841,PARLIAMENT 85 BX WHITE (LT) FSC,,,,CIGARETTES > PM > PARLIAMENT > CIG PACKS,,,,9.4580,8.05,,,,,,
028200009357,MARLBORO M 72 BX MEN,,,,CIGARETTES > PM > MARLBORO72'S > 72's MENTHOL,,,,8.3230,9.05,,,,,,
028200007223,B&H 100 BX FSC,,,,CIGARETTES > PM > PMP > CIG PACKS,,,,10.6740,11.09,,,,,,
028200174772,MARLBORO SPBL BLK 100 BX .50 OF,,,,CIGARETTES > PM > MARLBORO > CIG PROMO $.50 OFF PK,,,,7.0230,7,,,,,,
028200174796,MARLBORO SP BL M BLK 100s .50 OFF,,,,CIGARETTES > PM > MARLBORO > CIG PROMO $.50 OFF PK,,,,7.0230,7,,,,,,
028200009487,MARLBORO BLEND 27 100 BX,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200179326,MARLBORO BLACK GOLD 100 BX $-1 OFF,,,,CIGARETTES > PM > MARLBORO BLACK > CIG PROMO $1 OFF PK,,,,6.5230,6.22,,,,,,
028200007292,B&H 100 BX DELUXE (ULT) FSC,,,,CIGARETTES > PM > PMP > CIG PACKS,,,,10.6740,11.09,,,,,,
028200003775,MARLBORO M 100 BX BLUE (MLD) FSC,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200001672,MARLBORO BLACK GOLD 100 BX,,,,CIGARETTES > PM > MARLBORO BLACK > CIG PACKS,,,,7.5230,8.17,,,,,,
028200004239,MARLBORO SPECIAL BLEND GOLD 100 BX,,,,CIGARETTES > PM > MARLBOROSPECIAL SELECT > CIG PACKS,,,,7.9730,8.5,,,,,,
028200005687,MARLBORO SPECIAL BLEND RED 100 BX,,,,CIGARETTES > PM > MARLBOROSPECIAL SELECT > CIG PACKS,,,,7.9730,8.5,,,,,,
028200009647,MARLBORO SP BL MEN BLK 100s PK,,,,CIGARETTES > PM > MARLBORO BLACK MENTHOL > CIG PACKS,,,,7.5230,8.17,,,,,,
028200009531,MARLBORO SPECIAL BLEND BLACK 100 BX,,,,CIGARETTES > PM > MARLBORO BLACK > CIG PACKS,,,,7.5230,8.17,,,,,,
028200004857,MARLBORO M 100 BX SILVER,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200004789,MARLBORO 100 BX SILVER (ULT) FSC,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200003645,MARLBORO MENTHOL 100 BX PK,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200003690,MARLBORO RED LABEL 100 BX PK,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200003638,MARLBORO 100 BX FSC,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200004376,MARLBORO 100 GOLD (LT) FSC,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200004710,MARLBORO MENTHOL 100 BX GOLD,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200004659,MARLBORO 100 BX GOLD (LT) FSC,,,,CIGARETTES > PM > MARLBORO > CIG PACKS,,,,7.9730,8.5,,,,,,
028200332523,MARLBORO GOLD LABEL 100 BX,,,,CIGARETTES > PM > MARLBORO GOLD LABEL > CIG PACKS,,,,7.5230,8.17,,,,,,
028200003034,MARLBORO SMOOTH M 100 BX FSC,,,,CIGARETTES > PM > MARLBORO MENTHOL > CIG PACKS,,,,8.3230,8.85,,,,,,
028200301420,MERIT 100 BX BLUE (ULT),,,,CIGARETTES > PM > PMP > CIG PACKS,,,,10.6740,11.09,,,,,,
028200007919,PARLIAMENT 100 RCBX WHITE (LT) FSC,,,,CIGARETTES > PM > PARLIAMENT > CIG PACKS,,,,9.4580,8.05,,,,,,
028200007759,VIRGINIA SLIMS PP SS 100 BOX FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200009821,VIRGINIA SLIMS PP SS 100 BX GOLD (LT),,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200007780,VIRGINIA SLIMS PP SSLM M 100 BX FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200007742,VIRGINIA SLIMS M 100 BX (FF) FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200007728,VIRGINIA SLIMS 100 BX (FF) FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200007445,VIRGINIA SLIMS M 100 BX SILVER (ULT) FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200007438,VIRGINIA SLIMS 100 BX SILVER (ULT) FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200007339,VIRGINIA SLIMS 100 BX GOLD (LT) FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200007346,VIRGINIA SLIMS M 100 BX GOLD (LT) FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200007353,VIRGINIA SLIMS 120 BX GOLD (LT) FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200009586,VIRGINIA SLIMS 120 BX SILVER (ULT) FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200007391,VIRGINIA SLIMS M 120 BX GOLD (LT) FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200009593,VIRGINIA SLIMS M 120 BX SILVER (ULT) FSC,,,,CIGARETTES > PM > VIRGINIA SLIMS > CIG PACKS,,,,9.4580,9.89,,,,,,
028200309822,L&M 85 BX (FF) FSC,,,,CIGARETTES > PM > L&M > CIG PACKS,,,,7.7970,8.15,,,,,,
028200309921,L&M 100 BX (FF) FSC,,,,CIGARETTES > PM > L&M > CIG PACKS,,,,7.7970,8.15,,,,,,
028200310026,L&M 85 BX BLUE (LT) FSC,,,,CIGARETTES > PM > L&M > CIG PACKS,,,,7.7970,8.15,,,,,,
028200310224,L&M 100 BX BLUE (LT) FSC,,,,CIGARETTES > PM > L&M > CIG PACKS,,,,7.7970,8.15,,,,,,
028200310323,L&M M 85 BX (FF) FSC,,,,CIGARETTES > PM > L&M > CIG PACKS,,,,7.7970,8.15,,,,,,
028200310422,L&M M 100 BX (FF) FSC,,,,CIGARETTES > PM > L&M > CIG PACKS,,,,7.7970,8.15,,,,,,
028200313928,L&M TURKISH BLEND 85 BX,,,,CIGARETTES > PM > L&M > CIG PACKS,,,,7.7970,8.15,,,,,,
028200314024,L&M TURKISH BLEND 100 BX,,,,CIGARETTES > PM > L&M > CIG PACKS,,,,7.7970,8.15,,,,,,
070847811244,MONSTER E DRINK GREEN SCR,,,,SOFT DRINKS > MONSTER > 16.OZ,,,,2.8750,4.79,,,,,,
073800004417,FAYGO BLACK CHERRY 20.OZ,,,,SOFT DRINKS > FAYGO > 20 OZ,,,,.8025,1.19,,,,,,
073800001393,FAYGO FRUIT PUNCH 20 OZ,,,,SOFT DRINKS > FAYGO > 20 OZ,,,,.8025,1.19,,,,,,
073800002925,FAYGO COLA 20 OZ,,,,SOFT DRINKS > FAYGO > 20 OZ,,,,.8025,1.19,,,,,,
073800003083,FAYGO GRAPE 20 OZ,,,,SOFT DRINKS > FAYGO > 20 OZ,,,,.8025,1.19,,,,,,
073800002963,FAYGO STRAWBERRY 20 OZ,,,,SOFT DRINKS > FAYGO > 20 OZ,,,,.8025,1.19,,,,,,
073800002956,FAYGO ORANGE 20 OZ,,,,SOFT DRINKS > FAYGO > 20 OZ,,,,.8025,1.19,,,,,,
073800002987,FAYGO ROOT BEER 20 OZ,,,,SOFT DRINKS > FAYGO > 20 OZ,,,,.8025,1.19,,,,,,
073800003106,FAYGO PEACH 20 OZ,,,,SOFT DRINKS > FAYGO > 20 OZ,,,,.8025,1.19,,,,,,
073800002949,FAYGO MOON MIST 20 OZ,,,,SOFT DRINKS > FAYGO > 20 OZ,,,,.8025,1.19,,,,,,
073800000808,FAYGO ROOTBEER 12 OZ,,,,SOFT DRINKS > FAYGO > 12 OZ,,,,.4188,0.75,,,,,,
073800000785,"""FAYGO STRAWBRY """"RED POP"""" 12 OZ""",,,,SOFT DRINKS > FAYGO > 12 OZ,,,,.4188,0.75,,,,,,
073800000921,FAYGO PEACH 12 OZ,,,,SOFT DRINKS > FAYGO > 12 OZ,,,,.4188,0.75,,,,,,
